index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
1,task-1,vm4,0.0,0.0926,0.0926,0.0
1,task-1,vm4,0.0926,0.0784,0.17099999999999999,0.0926
2,task-2,vm1,0.0,1.8632,1.8632,0.0
2,task-2,vm1,1.8632,2.0232,3.8864,1.8632
3,task-3,vm3,0.0,1.0779,1.0779,0.0
3,task-3,vm3,1.0779,0.9523,2.0302000000000002,1.0779
4,task-4,vm2,0.0,3.5116,3.5116,0.0
4,task-4,vm1,3.8864,7.3329,11.2193,3.8864
5,task-5,vm3,2.0302000000000002,2.9432,4.9734,2.0302000000000002
5,task-5,vm1,11.2193,11.4672,22.686500000000002,11.2193
6,task-6,vm2,3.5116,7.8805,11.3921,3.5116
6,task-6,vm4,0.17099999999999999,2.1482,2.3192,0.17099999999999999
7,task-7,vm4,2.3192,2.9213,5.2405,2.3192
7,task-7,vm2,11.3921,10.7847,22.1768,11.3921
8,task-8,vm4,5.2405,3.7937,9.0342,5.2405
8,task-8,vm4,9.0342,3.8062,12.8404,9.0342
9,task-9,vm3,4.9734,8.8115,13.7849,4.9734
9,task-9,vm3,13.7849,9.1774,22.9623,13.7849
10,task-10,vm4,12.8404,5.9444,18.7848,12.8404
10,task-10,vm4,18.7848,5.926,24.7108,18.7848
